protocolType,SETS_setName,FIELD_pipeline,FIELD_plantingSeason,FIELD_plantingDate,FIELD_name,FIELD_field_latitude,FIELD_field_longitude,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue,QC_Flag,Analysis_Status
FTN,FTNTEMP,South,2023.0,2023-12-28 00:00:00.000000 UTC,GGBLAN_ALCIRA_MOSCONI_LATE_F23,-32.67074486,-64.16159845,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-28 00:00:00.000000 UTC,GGBLAN_ALCIRA_MOSCONI_LATE_F23,-32.67074486,-64.16159845,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-09 00:00:00.000000 UTC,GGBLAN_RIOCUARTO_MALE_LATE_F23,-33.012942,-64.2872085,DK7210RR2,PDIP,,1.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-28 00:00:00.000000 UTC,GGBLAN_ALCIRA_MOSCONI_LATE_F23,-32.67074486,-64.16159845,DK7210RR2,PDIP,,3.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-10-31 00:00:00.000000 UTC,VVSENK_RECREO_SANTIROCCO_EARLY_FFUNG23,-31.531115932087,-60.759978898962,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,DK7272VT3P,PDIP,,20.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,DK7210RR2,PDIP,,41.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,DK7210RR2,PDIP,,49.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,DK7210RR2,PDIP,,28.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-30 00:00:00.000000 UTC,DBORE_CALCHIN_GRIBAUDO_LATE_F23,-31.6986499,-63.261903,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,DK7272VT3P,PDIP,,12.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,DK7272VT3P,PDIP,,12.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-22 00:00:00.000000 UTC,DBORE_PILAR_NARDI_LATE_F23,-31.74834,-63.820835,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-21 00:00:00.000000 UTC,DBORE_IMPIRA_AIMAR_LATE_EVE23,-31.824383,-63.625942,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,VVSENK_CANADAROSQUIN_FLORDECARDO_LATE_EVE23,-31.9716711,-61.6161259,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,VVSENK_CANADAROSQUIN_FLORDECARDO_LATE_EVE23,-31.9716711,-61.6161259,DK7210RR2,PDIP,,30.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,VVSENK_CANADAROSQUIN_FLORDECARDO_LATE_EVE23,-31.9716711,-61.6161259,DK7272VT3P,PDIP,,25.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,VVSENK_CANADAROSQUIN_FLORDECARDO_LATE_EVE23,-31.9716711,-61.6161259,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-09 00:00:00.000000 UTC,RLOPE1_VELA_SCHANG_EARLY_F23,-37.503508,-59.3670098,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-07 00:00:00.000000 UTC,RLOPE1_TANDIL_LOMENDIA_EARLY_EVE23,-37.4413049,-59.1473397,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-10-02 00:00:00.000000 UTC,GFKVN_ALBERTI_BERAZA_EARLY_F23,-35.0313806,-60.2152873,DK7210RR2,PDIP,,4.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,LT720VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-12-22 00:00:00.000000 UTC,VVSENK_AGROSOL_GUALEGUAY_LATE_FFUNG23,-32.9971779,-59.3233129,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-12-22 00:00:00.000000 UTC,VVSENK_AGROSOL_GUALEGUAY_LATE_FFUNG23,-32.9971779,-59.3233129,DK7210RR2,PDIP,,70.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-09-07 00:00:00.000000 UTC,VVSENK_GALARZA_MENDIZABAL_EARLY_EVE23,-32.65433469,-59.25417623,LT344TRE,PDIP,,2.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-12-22 00:00:00.000000 UTC,VVSENK_AGROSOL_GUALEGUAY_LATE_FFUNG23,-32.9971779,-59.3233129,DK7272VT3P,PDIP,,65.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-09-07 00:00:00.000000 UTC,VVSENK_GALARZA_MENDIZABAL_EARLY_EVE23,-32.65433469,-59.25417623,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-12-22 00:00:00.000000 UTC,VVSENK_AGROSOL_GUALEGUAY_LATE_FFUNG23,-32.9971779,-59.3233129,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-09-20 00:00:00.000000 UTC,GLNQJ_PEHUAJO_REYNOLDS_EARLY_F23,-36.12883537,-61.75379068,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7210RR2,PDIP,,30.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7210RR2,PDIP,,30.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-18 00:00:00.000000 UTC,CSALO9_PAMPADELINFIERNO_MANAGRO_F23,-26.14947998,-61.07303702,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7210RR2,PDIP,,12.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7210RR2,PDIP,,12.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-18 00:00:00.000000 UTC,CSALO9_PAMPADELINFIERNO_MANAGRO_F23,-26.14947998,-61.07303702,DK7210RR2,PDIP,,17.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-13 00:00:00.000000 UTC,CSALO9_RIOMUERTO_YURUMISAS_FFUNG23,-26.00302795,-61.67733202,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-20 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTINJURAMENTO_F23,-25.79961697,-61.55040002,DK7210RR2,PDIP,,14.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTUNT,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTFUN,North,2023.0,2024-01-06 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTIN_FFUNG23,-26.3240001,-61.59234176,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-20 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTINJURAMENTO_F23,-25.79961697,-61.55040002,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-20 00:00:00.000000 UTC,CSALO9_RIOMUERTO_VICENTINJURAMENTO_F23,-25.79961697,-61.55040002,DK7270TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNNORTE,North,2023.0,2024-01-18 00:00:00.000000 UTC,CSALO9_PAMPADELINFIERNO_MANAGRO_F23,-26.14947998,-61.07303702,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210RR2,PDIP,,1.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-14 00:00:00.000000 UTC,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-25 00:00:00.000000 UTC,RLOPE1_BALCARCE_STAMARTA_LATE_F23,-37.7836182,-58.6020956,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-11-24 00:00:00.000000 UTC,GLNQJ_DAIREAUX_ALGARRAHNOS_LATE_F23,-36.633329,-62.1855869,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-09-29 00:00:00.000000 UTC,GLNQJ_DAIREAUX_ALGARRAHNOS_EARLY_EVE23,-36.6616623,-62.180149,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-10-02 00:00:00.000000 UTC,GGBLAN_BENGOLEA_ELORZA_EARLY_FFUNG23,-33.064228526978,-63.657248084741,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-09-28 00:00:00.000000 UTC,DBORE_SANTAEUFEMIA_LAPAZ_EARLY_F23,-33.249633,-63.243473,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7272TRE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPFUN,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_COLONIAITALIANA_TRECCO_EARLY_FFUNG23,-33.343556391907,-62.161269786815,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMPUNT,South,2023.0,2023-09-15 00:00:00.000000 UTC,DBORE_CAMILOALDAO_TARDITTI_EARLY_FFUNG23,-33.096998844387,-62.082960632812,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210RR2,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7272VT3P,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NEXT226PWUE,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NK842VIPTERA3,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
FTN,FTNTEMP,South,2023.0,2023-12-12 00:00:00.000000 UTC,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210PRO4,PDIP,,0.0,,H2H_STABILITY_SURVIVAL
