FIELD_Country,lat,lon,FIELD_name,FIELD_County,FIELD_plantingSeason,FIELD_pipeline,FIELD_year,commercialName,createdBrand,OBS_code,OBS_numValue,REP_repetitionNumber,QC_Flag,OBS_growthStage,protocolType,protocolTitle,createdTechnology,trait
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210RR2,DEKALB,DAEAR_SUB,1,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,NEXT258PWU,BREVANT,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VT3P,NA,DAEAR_SUB,1,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,NEXT258PWU,BREVANT,DAEAR_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,SYN126VIP3,SYNGENTA,DAEAR_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210PRO4,NA,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210PRO4,NA,DAEAR_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330TRE,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210PRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,NEXT258PWU,BREVANT,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330TRE,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210RR2,DEKALB,DAEAR,119.1,1,Outside crop Min/Max,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,NEXT258PWU,BREVANT,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VT3P,NA,DSSFP,40,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VT3P,NA,DSSFN,8,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,P2089VYHR,PIONEER,DSSFP,5,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VTPRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,P2089VYHR,PIONEER,DSSFN,1,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210RR2,DEKALB,DSSFN,15,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VTPRO4,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VTPRO4,NA,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330VT3P,NA,DAEAR,82.2,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210RR2,DEKALB,DSSFP,75,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7210PRO4,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,P2089VYHR,PIONEER,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,SYN126VIP3,SYNGENTA,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,SYN126VIP3,SYNGENTA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Argentina,-26.3704212,-61.4408693,CSALO9_LOSFRENTONES_VICENTIN_F,Almirante Brown,2021,North,2022,DK7330TRE,NA,DAEAR,0,1,NA,R6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,2,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,1,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,HZ9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,DAEAR_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,2.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,0.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9,1.4,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,DSSFN,0,1,NA,V5,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_veg
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,DSSFP,0,1,NA,Not Applicable,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_veg
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,HZ9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,1.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,3,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,2,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,1.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,HZ9_SUB,2.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,DAEAR_SUB,8,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,0.5,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,HZ9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9,0.7,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7330VT3P,NA,HZ9_SUB,1.2,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VT3P,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210RR2,DEKALB,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,RR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,P1815VYHR,PIONEER,HZ9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VYHR,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,DK7210PRO4,NA,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PRO4,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NK979VIP3,NA,SF9,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,VIP3,spod_rep
Argentina,-34.190256208771,-64.327264067163,GGBLAN_VICUNA_LIAG_LATE_GEOFTN,Rio Cuarto,2021,South,2021,NEXT226PWU,NA,DAEAR,0,1,NA,R4,FTN,ARG-21-SM-COM-GeoFTN,PWU,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VT3P,NA,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VTPRO4,NA,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330TRE,NA,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,P2089VYHR,PIONEER,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,NEXT258PWU,BREVANT,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,SYN126VIP3,SYNGENTA,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210PRO4,NA,SF9_SUB,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330TRE,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210PRO4,NA,SF9,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VT3P,NA,DSSFP,5,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VT3P,NA,SF9_SUB,1,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330TRE,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,TRE,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210PRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210RR2,DEKALB,SF9_SUB,1,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,NEXT258PWU,BREVANT,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PWU,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VT3P,NA,DSSFN,1,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,SYN126VIP3,SYNGENTA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VIP3,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VTPRO4,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210RR2,DEKALB,DSSFN,7,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,RR,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VTPRO4,NA,SF9,0,1,NA,R5,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_rep
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,P2089VYHR,PIONEER,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VYHR,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7330VT3P,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,VT3P,spod_veg
Argentina,-26.2559675,-64.4912746,SRUIZ_ESPEJO_7DEABRIL_M22,Burruyacu,2021,North,2022,DK7210PRO4,NA,DSSFN,0,1,NA,V6,FTN,ARGURU-21-SM-COM-Corn.Germ  FTN,PRO4,spod_veg
