protocolType,FIELD_pipeline,FIELD_plantingDate,FIELD_locationName,FIELD_name,FIELD_field_latitude,FIELD_field_longitude,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue,QC_Flag,SETS_setName
FTN,South,2023-12-29 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_YOUNG_DOSCEIBOS_LATE_2324,-32.9193765,-57.6953857,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-12-29 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_YOUNG_DOSCEIBOS_LATE_2324,-32.9193765,-57.6953857,DK7210RR2,DSSFP,N/A,100.0,,FTNURY
FTN,South,2023-10-08 00:00:00.000000 UTC,Federacion Entre Rios Argentina,VVSENK_FELICIANO_GARAT_EARLY_F23,-30.2984078,-58.472762,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-10-08 00:00:00.000000 UTC,Federacion Entre Rios Argentina,VVSENK_FELICIANO_GARAT_EARLY_F23,-30.2984078,-58.472762,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-10-08 00:00:00.000000 UTC,Federacion Entre Rios Argentina,VVSENK_FELICIANO_GARAT_EARLY_F23,-30.2984078,-58.472762,DK7210RR2,DSSFP,N/A,65.0,,FTNTEMP
FTN,South,2023-10-08 00:00:00.000000 UTC,Federacion Entre Rios Argentina,VVSENK_FELICIANO_GARAT_EARLY_F23,-30.2984078,-58.472762,DK7272VT3P,DSSFP,N/A,60.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,DK7210RR2,DSSFP,N/A,1.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,DK7272VT3P,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,NEXT226PWUE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-19 00:00:00.000000 UTC,Adolfo Gonzales Chaves Buenos Aires Argentina,RLOPE1_CHAVEZ_SIMON_EARLY_F23,-37.833599,-60.3112327,NK842VIPTERA3,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7272VT3P,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,NEXT226PWUE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,NK842VIPTERA3,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-15 00:00:00.000000 UTC,Coronel Pringles Buenos Aires Argentina,RLOPE1_INDIORICO_BEATRIZ_EARLY_EVE23,-38.4347493,-61.030138,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-10-30 00:00:00.000000 UTC,Belgrano Santa Fe Argentina,EEBONA_LASROSAS_ZILIO_EARLY_F23,-32.4981324,-61.4874586,DK7210RR2,DSSFP,N/A,4.0,,FTNTEMP
FTN,South,2023-09-23 00:00:00.000000 UTC,General Villegas Buenos Aires Argentina,GLNQJ_GENERALVILLEGAS_GUIDI_EARLY_EVE23,-35.0538748,-62.948809,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-18 00:00:00.000000 UTC,Trenque Lauquen Buenos Aires Argentina,GLNQJ_MARILAUQUEN_PEREDAHNOS_LATE_F23,-36.0592764,-63.0911575,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Quemu Quemu La Pampa Argentina,GLNQJ_QUEMUQUEMU_GRUPOQUEMU_LATE_EVE23,-36.077708,-63.5794369,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,DK7210RR2,DSSFP,N/A,2.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-13 00:00:00.000000 UTC,Tercero Arriba Cordoba Argentina,GGBLAN_RIOTERCERO_ASCANELLI_LATE_F23,-32.1332512,-64.087458,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-27 00:00:00.000000 UTC,Rocha Rocha Uruguay,ORODR3_ROCHA_JULIOBORN_LATE_2324,-34.4125347,-54.1110833,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-12-27 00:00:00.000000 UTC,Rocha Rocha Uruguay,ORODR3_ROCHA_JULIOBORN_LATE_2324,-34.4125347,-54.1110833,DK7210RR2,DSSFP,N/A,94.0,,FTNURY
FTN,South,2023-09-29 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LIBERTAD_UFO_EARLY_2324_RIEGO,-34.6183362,-56.8678987,DK7210VT3P,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-09-29 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LIBERTAD_UFO_EARLY_2324_RIEGO,-34.6183362,-56.8678987,DK7210RR2,DSSFP,N/A,6.0,,FTNURY
FTN,South,2023-09-29 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LIBERTAD_UFO_EARLY_2324_RIEGO,-34.6183362,-56.8678987,DK7210RR2,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-09-29 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LIBERTAD_UFO_EARLY_2324_RIEGO,-34.6183362,-56.8678987,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-09-29 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LIBERTAD_UFO_EARLY_2324_RIEGO,-34.6183362,-56.8678987,DK7272TRE,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-10-16 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LABOYADA_DIEGOBOTTA_EARLY_2324,-34.4486849,-56.9574512,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-10-16 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LABOYADA_DIEGOBOTTA_EARLY_2324,-34.4486849,-56.9574512,DK7272TRE,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-10-16 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LABOYADA_DIEGOBOTTA_EARLY_2324,-34.4486849,-56.9574512,DK7210VT3P,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-10-16 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LABOYADA_DIEGOBOTTA_EARLY_2324,-34.4486849,-56.9574512,DK7210RR2,DSSFP,N/A,4.0,,FTNURY
FTN,South,2023-10-16 00:00:00.000000 UTC,San Jose San Jose Uruguay,ORODR3_LABOYADA_DIEGOBOTTA_EARLY_2324,-34.4486849,-56.9574512,DK7210RR2,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-09-20 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_PALMAR_RANCHONUEVO_EARLY_2324_RIEGO,-33.0769272,-57.229604,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-09-20 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_PALMAR_RANCHONUEVO_EARLY_2324_RIEGO,-33.0769272,-57.229604,DK7272TRE,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-09-20 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_PALMAR_RANCHONUEVO_EARLY_2324_RIEGO,-33.0769272,-57.229604,DK7210VT3P,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-09-20 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_PALMAR_RANCHONUEVO_EARLY_2324_RIEGO,-33.0769272,-57.229604,DK7210RR2,DSSFP,N/A,49.0,,FTNURY
FTN,South,2023-09-20 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_PALMAR_RANCHONUEVO_EARLY_2324_RIEGO,-33.0769272,-57.229604,DK7210RR2,SF9_SUB,N/A,0.0,,FTNURY
FTN,South,2023-11-27 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_YOUNS_DELCARMEN_LATE_2324,-32.7470356,-57.5223212,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
FTN,South,2023-11-27 00:00:00.000000 UTC,Rio Negro Rio Negro Uruguay,ORODR3_YOUNS_DELCARMEN_LATE_2324,-32.7470356,-57.5223212,DK7210RR2,DSSFP,N/A,60.0,,FTNURY
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NEXT226PWUE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NK842VIPTERA3,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210RR2,DSSFP,N/A,1.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272VT3P,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-14 00:00:00.000000 UTC,Ayacucho Buenos Aires Argentina,RLOPE1_AYACUCHO_GRANELSUR_LATE_EVE23,-37.0639333,-58.4760412,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-11-28 00:00:00.000000 UTC,Loberia Buenos Aires Argentina,RLOPE1_SANMANUEL_SCHANG_LATE_F23,-37.6890309,-58.7272394,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7272VT3P,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NEXT226PWUE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NK842VIPTERA3,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,Necochea Buenos Aires Argentina,RLOPE1_FERNANDEZ_CARELLI_LATE_EVE23,-38.0746907,-59.3410546,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2024-01-05 00:00:00.000000 UTC,La Paz Entre Rios Argentina,VVSENK_SANTAELENA_MALACATE_LATE_F23,-30.9851766,-59.6756816,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2024-01-05 00:00:00.000000 UTC,La Paz Entre Rios Argentina,VVSENK_SANTAELENA_MALACATE_LATE_F23,-30.9851766,-59.6756816,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2024-01-05 00:00:00.000000 UTC,La Paz Entre Rios Argentina,VVSENK_SANTAELENA_MALACATE_LATE_F23,-30.9851766,-59.6756816,DK7210RR2,DSSFP,N/A,100.0,,FTNTEMP
FTN,South,2024-01-05 00:00:00.000000 UTC,La Paz Entre Rios Argentina,VVSENK_SANTAELENA_MALACATE_LATE_F23,-30.9851766,-59.6756816,DK7272VT3P,DSSFP,N/A,90.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,DK7210RR2,DSSFP,N/A,3.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-19 00:00:00.000000 UTC,Chacabuco Buenos Aires Argentina,GFKVN_COLIQUEO_LOSCEDROS_F23,-34.668204,-60.5890328,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-10-03 00:00:00.000000 UTC,Rojas Buenos Aires Argentina,GFKVN_ROJAS_TERRAMAS_EARLY_F23,-34.186371,-60.7030221,DK7210RR2,DSSFP,N/A,2.0,,FTNTEMP
FTN,South,2023-09-22 00:00:00.000000 UTC,General Lopez Santa Fe Argentina,EEBONA_ELORTONDO_CODUTTI_EARLY_F23,-33.7131383,-61.598337,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,DK7272TRE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,DK7210PRO4,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,DK7210RR2,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,DK7272VT3P,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,DK7272VT3P,SF9_SUB,N/A,8.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,NEXT226PWUE,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-15 00:00:00.000000 UTC,San Martin Santa Fe Argentina,DBORE_MARIASUSANA_COSATTO_EARLY_F23,-32.3241579,-61.820785,NK842VIPTERA3,SF9_SUB,N/A,0.0,,FTNTEMP
FTN,South,2023-09-29 00:00:00.000000 UTC,Daireaux Buenos Aires Argentina,GLNQJ_DAIREAUX_ALGARRAHNOS_EARLY_EVE23,-36.6616623,-62.180149,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-11-24 00:00:00.000000 UTC,Daireaux Buenos Aires Argentina,GLNQJ_DAIREAUX_ALGARRAHNOS_LATE_F23,-36.633329,-62.1855869,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-09-30 00:00:00.000000 UTC,Trenque Lauquen Buenos Aires Argentina,GLNQJ_MARILAUQUEN_PEREDAHNOS_EARLY_F23,-36.0411244,-63.0751358,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,NEXT226PWUE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,NK842VIPTERA3,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,DK7272TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,DK7210PRO4,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,DK7210RR2,DSSFP,N/A,49.0,,FTNTEMP
FTN,South,2023-12-30 00:00:00.000000 UTC,Rio Segundo Cordoba Argentina,GRI1,-31.6986499,-63.261903,DK7272VT3P,DSSFP,N/A,20.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,General Roca Cordoba Argentina,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,LT720VT3P,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,General Roca Cordoba Argentina,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,DK7270TRE,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-12-12 00:00:00.000000 UTC,General Roca Cordoba Argentina,GGBLAN_VILLAVALERIA_BELLAMAR_LATE_F23,-34.2500162,-65.0498662,DK7210RR2,DSSFP,N/A,0.0,,FTNTEMP
FTN,South,2023-10-10 00:00:00.000000 UTC,Rocha Rocha Uruguay,ORODR3_BERACCHI_ADECO_EARLY_2324,-32.0624322,-53.9202976,DK7272TRE,DSSFP,N/A,0.0,,FTNURY
