FIELD_Country,lat,lon,FIELD_name,FIELD_County,FIELD_plantingSeason,FIELD_pipeline,FIELD_year,commercialName,createdBrand,OBS_code,OBS_numValue,REP_repetitionNumber,QC_Flag,OBS_growthStage,protocolType,protocolTitle,createdTechnology
Argentina,-26.132564,-60.539086,CSALO9_TRESISLETAS_PAULINA_FAMB22,Maipu,2022,North,2022,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V10,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-26.132564,-60.539086,CSALO9_TRESISLETAS_PAULINA_FAMB22,Maipu,2022,North,2022,DK7210PRO4,NA,DSSFP,3,1,NA,V10,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-26.132564,-60.539086,CSALO9_TRESISLETAS_PAULINA_FAMB22,Maipu,2022,North,2022,DK7210VT3P,DEKALB,DSSFP,100,1,NA,V10,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-32.94950343876,-62.697626132079,DBORE_JUSTINIANOPOSSE_JUAREZ_EARLY_FAMB22,Union,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.94950343876,-62.697626132079,DBORE_JUSTINIANOPOSSE_JUAREZ_EARLY_FAMB22,Union,2022,South,2022,DK7210RR2,DEKALB,DSSFP,5,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DK7210RR2,DEKALB,DSSFP,39,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DK7210VT3P,DEKALB,DSSFP,27,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DK7210PRO4,NA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,P2089VYHR,PIONEER,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DK7270TRE,NA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DS510PWU,CORTEVA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,22,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,33,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,90,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,3,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,54,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-33.10951867,-58.77645728,VVSENK_GUALEGUAYCHU_AUFEL_LATE_F22,Gualeguaychu,2022,South,2022,P2167VYHR,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-33.10951867,-58.77645728,VVSENK_GUALEGUAYCHU_AUFEL_LATE_F22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,DSSFP,10,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-33.10951867,-58.77645728,VVSENK_GUALEGUAYCHU_AUFEL_LATE_F22,Gualeguaychu,2022,South,2022,NK979VIP3,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-33.10951867,-58.77645728,VVSENK_GUALEGUAYCHU_AUFEL_LATE_F22,Gualeguaychu,2022,South,2022,DK7210RR2,DEKALB,DSSFP,20,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-33.10951867,-58.77645728,VVSENK_GUALEGUAYCHU_AUFEL_LATE_F22,Gualeguaychu,2022,South,2022,DK7210PRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-33.7204877,-61.5978343,EEBONA_ELORTONDO_CODUTTI_LATE_F22,General Lopez,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,DK7210RR2,DEKALB,DSSFP,2,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-33.819652698148,-61.908512987074,EEBONA_VENADO_YOUNG_LATE_F22,General Lopez,2022,South,2022,DK7210RR2,DEKALB,DSSFP,8,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-31.31096097,-61.64291498,GCHWS_SEIGER_BINER_EARLY_FFUNG22,Castellanos,2022,South,2022,DK7210RR2,DEKALB,DSSFP,7,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-31.31096097,-61.64291498,GCHWS_SEIGER_BINER_EARLY_FFUNG22,Castellanos,2022,South,2022,DK7270VT3P,DEKALB,DSSFP,7,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,28,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,20,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-27.7472861,-62.1734381,CSALO9_QUIMILI_MANAGRO_FAMB22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-36.127879308262,-61.875961496385,GLNQJ_MONESCAZON_ELENCUENTRO_EARLY_FAMB22,Pehuajo,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Uruguay,-32.8690438,-55.6616871,ORODR3_BLANQUILLO_GONZALOCARLE_2223_LATE,Durazno,2022,South,2022,DK7210VT3P,DEKALB,DSSFP,57,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Uruguay,-32.8690438,-55.6616871,ORODR3_BLANQUILLO_GONZALOCARLE_2223_LATE,Durazno,2022,South,2022,DK7210RR2,DEKALB,DSSFP,75,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Uruguay,-32.8690438,-55.6616871,ORODR3_BLANQUILLO_GONZALOCARLE_2223_LATE,Durazno,2022,South,2022,DK7272TRE,NA,DSSFP,0,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-32.555795956124,-62.079004096276,DBORE_MARCOSJUAREZ_CASTELLANO_EARLY_F22,Marcos Juarez,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,DK7210RR2,DEKALB,DSSFP,92,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,6,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,20,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.352099709096,-61.94595508691,CSALO9_SACHAYOJ_ELCHIQUITO_F22,Alberdi,2022,North,2023,P2089VYHR,PIONEER,DSSFP,2,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-37.715275503299,-58.403892458878,RLOPE1_BALCARCE_NUEVAHUELLA_EARLY_FAMB22,Balcarce,2022,South,2022,DK7210RR2,DEKALB,DSSFP,1,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-33.122319,-63.076649,DBORE_PASCANAS_BERTODO_EARLY_FFUNG22,Union,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-37.510746230954,-59.357922022385,RLOPE1_VELA_SCHANG_EARLY_FAMB22,Tandil,2022,South,2022,DK7210RR2,DEKALB,DSSFP,4,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-37.510746230954,-59.357922022385,RLOPE1_VELA_SCHANG_EARLY_FAMB22,Tandil,2022,South,2022,DK7210RR2,DEKALB,DSSFP,2,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-30.993866,-63.9090295,DBORE_JESUSMARIA_SALVUCCI_LATE_F22_(EX-GCHWS),Colon,2022,South,2022,DK7210VT3P,DEKALB,DSSFP,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-31.8683316,-60.3155363,VVSENK_SAUCEPINTO_RSCHENFELD23_EARLY_F22,Parana,2022,South,2022,DK7210RR2,DEKALB,DSSFP,3,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-33.100209016604,-62.087020633618,DBORE_CAMILOALDAO_TARDITTI_EARLY_GEO22,Marcos Juarez,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM GEO FTN,RR
Uruguay,-32.9986091,-57.720503,ORODR3_LAGUARIDA_RIONEGRO_EARLY_2223,Rio Negro,2022,South,2022,NK979VIP3,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Uruguay,-32.9986091,-57.720503,ORODR3_LAGUARIDA_RIONEGRO_EARLY_2223,Rio Negro,2022,South,2022,DK7272TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Uruguay,-32.9986091,-57.720503,ORODR3_LAGUARIDA_RIONEGRO_EARLY_2223,Rio Negro,2022,South,2022,DK7210VT3P,DEKALB,DSSFP,8,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Uruguay,-32.9986091,-57.720503,ORODR3_LAGUARIDA_RIONEGRO_EARLY_2223,Rio Negro,2022,South,2022,DK7210RR2,DEKALB,DSSFP,26,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-35.8419327,-58.4646441,RLOPE1_GRALBELGRANO_ITURRI_EARLY_F22,General Belgrano,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-33.263073075334,-63.501086952439,GGBLAN_LACARLOTA_NAVILLE_LATE_F22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,DSSFP,10,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,95,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,65,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-26.491272,-61.427115,CSALO9_FRENTONES_MONTORO_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-36.513984752013,-63.928648318371,GLNQJ_URIBURU_CEREALESQUEMU_LATE_FAMB22,Catrilo,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.29963892,-60.36243006,VVSENK_MOLINODOLL_BRESSAN_LATE_F22,Victoria,2022,South,2022,DK7210RR2,DEKALB,DSSFP,10,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.808204889818,-64.306027392474,GGBLAN_BAIGORIA_MALE_LATE_F22,Rio Cuarto,2022,South,2022,DK7210RR2,DEKALB,DSSFP,15,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.628213773734,-64.168508140344,GGBLAN_ALCIRA_NICO_EARLY_FAMB22,Rio Cuarto,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-38.432404,-61.0258694,RLOPE1_DORREGO_BEATRIZ_EARLY_FAMB22,Coronel Dorrego,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Uruguay,-33.3234594,-57.5350316,ORODR3_SORIANO_WILLYDABALA_2223_EARLY,Soriano,2022,South,2022,DK7210VT3P,DEKALB,DSSFP,28,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Uruguay,-33.3234594,-57.5350316,ORODR3_SORIANO_WILLYDABALA_2223_EARLY,Soriano,2022,South,2022,NK979VIP3,NA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Uruguay,-33.3234594,-57.5350316,ORODR3_SORIANO_WILLYDABALA_2223_EARLY,Soriano,2022,South,2022,DK7210RR2,DEKALB,DSSFP,89,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Uruguay,-33.3234594,-57.5350316,ORODR3_SORIANO_WILLYDABALA_2223_EARLY,Soriano,2022,South,2022,DK7272TRE,NA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-35.168881995171,-61.182673609506,GFKVN_LOSTOLDOS_HUAQUENES_EARLY_FAMB22,General Viamonte,2022,South,2022,DK7210RR2,DEKALB,DSSFP,4,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.22616,-58.6197933,VVSENK_HERRERA_CRESUD_EARLY_F22,Uruguay,2022,South,2022,DK7210RR2,DEKALB,DSSFP,2,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-36.809529357687,-62.743730054404,GLNQJ_SALLIQUELO_RODRIGUEZLARRETA_EARLY_FAMB22,Salliquelo,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-34.163889716471,-64.270847034178,GGBLAN_VICUNA_LIAG_LATE_GEO22,Rio Cuarto,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM GEO FTN,RR
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DS510PWU,CORTEVA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210VT3P,DEKALB,DSSFP,15,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7270TRE,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,P2089VYHR,PIONEER,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210PRO4,NA,DSSFP,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210VT3P,DEKALB,DSSFP,25,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210RR2,DEKALB,DSSFP,80,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210VT3P,DEKALB,DSSFP,60,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210RR2,DEKALB,DSSFP,90,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-26.414999,-64.69727,SRUIZ_CHILCAS_NOFAL_F22,Burruyacu,2022,North,2022,DK7210RR2,DEKALB,DSSFP,75,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-34.504067314456,-61.888020203605,EEBONA_GERMANIA_ACTON_LATE_F22,General Pinto,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.8145838,-61.6313152,EEBONA_ARMSTRONG_DELVECCIO_EARLY_F22,Belgrano,2022,South,2022,DK7210RR2,DEKALB,DSSFP,2,1,NA,V8,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-32.8145838,-61.6313152,EEBONA_ARMSTRONG_DELVECCIO_EARLY_F22,Belgrano,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,P2089VYHR,PIONEER,DSSFP,3,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4
Argentina,-29.9892699,-62.13788,CSALO9_CERES_LAVANGUARDIA_F22,San Cristobal,2022,South,2023,DK7210RR2,DEKALB,DSSFP,73,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR
